fecha,usuarios sin suministro edesur,usuarios sin suministro edenor
2016-08-0908:10:04,7736,1247
2016-08-0909:10:09,5540,2746
2016-08-0910:10:03,3696,3204
2016-08-0911:10:04,4031,3379
2016-08-0912:10:05,5064,2285
2016-08-0913:10:04,7531,2140
2016-08-0914:10:04,3784,2194
2016-08-0915:10:04,4911,2016
2016-08-0916:10:04,4043,1127
2016-08-0917:10:04,5658,1017
2016-08-0918:10:05,4017,939
2016-08-0919:10:04,4158,1034
2016-08-0920:10:04,4274,912
2016-08-0921:10:04,8002,944
2016-08-0922:10:05,7360,870
2016-08-0923:10:06,6146,1066
2016-08-1000:10:04,6146,1066
2016-08-1101:10:05,10768,832
2016-08-1102:10:05,9593,845
2016-08-1103:10:07,3819,845
2016-08-1104:10:04,4754,845
2016-08-1105:10:05,4951,845
2016-08-1106:10:04,3240,845
2016-08-1107:10:04,3237,833
2016-08-1108:10:03,6592,780
2016-08-1109:10:06,4532,932
2016-08-1110:10:04,3236,1722
2016-08-1111:10:06,6725,1725
2016-08-1112:10:06,4207,4121
2016-08-1113:10:06,4334,3631
2016-08-1114:10:10,3007,3559
2016-08-1115:10:03,6589,769
2016-08-1116:10:04,3228,564
2016-08-1117:10:04,3338,3033
2016-08-1118:10:04,5027,3082
2016-08-1119:10:04,4913,3024
2016-08-1120:10:04,3075,3004
2016-08-1121:10:03,2964,2966
2016-08-1122:10:04,6086,1031
2016-08-1123:10:06,2952,1024
2016-08-1200:10:05,2952,1024
2016-08-1201:10:04,3208,1024
2016-08-1202:10:08,2650,2999
2016-08-1203:10:04,2979,2999
2016-08-1204:10:04,2400,2999
2016-08-1205:10:06,921,1024
2016-08-1206:10:05,2921,929
2016-08-1207:10:06,2296,929
2016-08-1208:10:06,3129,950
2016-08-1209:10:04,3141,995
2016-08-1210:10:04,2692,1751
2016-08-1211:10:05,2656,2601
2016-08-1212:10:06,9708,2704
2016-08-1213:10:03,9321,2215
2016-08-1214:10:07,8685,1719
2016-08-1215:10:06,7292,1006
2016-08-1216:10:07,2943,598
2016-08-1217:10:04,1372,539
2016-08-1218:10:06,4606,3719
2016-08-1219:10:04,6358,4555
2016-08-1220:10:03,3085,1816
2016-08-1221:10:04,2434,971
2016-08-1222:10:04,2536,971
2016-08-1223:10:05,5436,885
2016-08-1300:10:04,5436,885
2016-08-1301:10:20,5402,908
2016-08-1302:10:06,1845,944
2016-08-1303:10:04,2378,944
2016-08-1304:10:04,1744,828
2016-08-1305:10:05,2881,562
2016-08-1306:10:03,5368,562
2016-08-1307:10:06,5535,562
2016-08-1308:10:05,802,635
2016-08-1309:10:04,2898,2833
2016-08-1310:10:06,5606,2928
2016-08-1311:10:04,2668,5903
2016-08-1312:10:04,1884,3561
2016-08-1313:10:04,1913,3216
2016-08-1314:10:04,5613,2862
2016-08-1315:10:04,2209,5910
2016-08-1316:10:04,2597,2780
2016-08-1317:10:04,5657,916
2016-08-1318:10:04,1810,959
2016-08-1319:10:05,2616,853
2016-08-1320:10:04,2166,732
2016-08-1321:10:04,4269,795
2016-08-1322:10:04,5517,978
2016-08-1323:10:04,5508,923
2016-08-1400:10:05,5508,923
2016-08-1501:10:04,5437,2330
2016-08-1502:10:14,1331,237
2016-08-1503:10:04,4273,237
2016-08-1504:10:04,5309,237
2016-08-1505:10:06,2375,237
2016-08-1506:10:05,2157,167
2016-08-1507:10:04,4942,167
2016-08-1508:10:05,4935,248
2016-08-1509:10:05,4000,247
2016-08-1510:10:06,2459,115
2016-08-1511:10:05,4884,317
2016-08-1512:10:04,4848,244
2016-08-1513:10:04,4875,258
2016-08-1514:10:06,7795,107
2016-08-1515:10:04,3822,85
2016-08-1516:10:04,5195,118
2016-08-1517:10:04,5074,118
2016-08-1518:10:04,4687,118
2016-08-1519:10:06,2469,178
2016-08-1520:10:05,5151,178
2016-08-1521:10:03,4743,196
2016-08-1522:10:04,807,208
2016-08-1523:10:04,4646,4369
2016-08-1600:10:03,4646,4369
2016-08-1601:10:04,8126,3627
2016-08-1602:10:03,12333,4527
2016-08-1603:10:04,4673,170
2016-08-1604:10:04,5224,165
2016-08-1605:10:04,9014,165
2016-08-1606:10:04,1375,165
2016-08-1607:10:04,24533,165
2016-08-1608:10:04,6708,233
2016-08-1609:10:04,6178,1094
2016-08-1610:10:07,6208,3663
2016-08-1611:10:04,5492,3346
2016-08-1612:10:04,5488,1760
2016-08-1613:10:04,5648,1662
2016-08-1614:10:04,5806,1304
2016-08-1615:10:04,5195,1153
2016-08-1616:10:04,2191,5327
2016-08-1617:10:04,4632,3722
2016-08-1618:10:04,2182,527
2016-08-1619:10:07,2538,496
2016-08-1620:10:05,4206,397
2016-08-1621:10:04,4002,316
2016-08-1622:10:05,111,293
2016-08-1623:10:04,3951,246
2016-08-1700:10:04,3951,246
2016-08-1701:10:05,3863,270
2016-08-1702:10:04,3799,270
2016-08-1703:10:03,3775,11158
2016-08-1704:10:04,3755,11116
2016-08-1705:10:07,3755,11116
2016-08-1706:10:04,3755,441
2016-08-1707:10:06,3766,462
2016-08-1708:10:04,229,497
2016-08-1709:10:05,3676,6939
2016-08-1710:10:04,5026,6716
2016-08-1711:10:05,5223,4990
2016-08-1712:10:03,2010,4499
2016-08-1713:10:04,5043,4534
2016-08-1714:10:04,5384,4724
2016-08-1715:10:04,5403,3801
2016-08-1716:10:04,4808,1765
2016-08-1717:10:10,4588,1054
2016-08-1718:10:04,4696,2192
2016-08-1719:10:04,4890,1437
2016-08-1720:10:04,7535,1479
2016-08-1721:10:04,5435,6387
2016-08-1722:10:06,10376,4930
2016-08-1723:10:04,10412,4338
2016-08-1800:10:04,10412,4338
2016-08-1801:10:04,10458,4435
2016-08-1802:10:04,8391,1047
2016-08-1803:10:04,8390,958
2016-08-1804:10:04,6825,958
2016-08-1805:10:04,6825,958
2016-08-1806:10:04,6740,713
2016-08-1807:10:04,6740,713
2016-08-1808:10:04,6740,713
2016-08-1809:10:05,6740,713
2016-08-1810:10:06,6740,2181
2016-08-1811:10:04,6182,3163
2016-08-1812:10:04,12187,2167
2016-08-1813:10:05,12290,2193
2016-08-1814:10:04,12323,2276
2016-08-1815:10:07,12185,2238
2016-08-1816:10:04,15400,2322
2016-08-1817:10:04,7608,2389
2016-08-1818:10:05,9708,2446
2016-08-1819:10:04,9705,2561
2016-08-1820:10:06,9010,4935
2016-08-1821:10:05,14842,1867
2016-08-1822:10:05,14973,1914
2016-08-1823:10:05,9703,1479
2016-08-1900:10:04,9703,1479
2016-08-1901:10:04,5560,1115
2016-08-1902:10:03,3502,1115
2016-08-1903:10:05,3504,1113
2016-08-1904:10:04,3474,861
2016-08-1905:10:05,3476,861
2016-08-1906:10:04,5853,861
2016-08-1907:10:04,4119,861
2016-08-1908:10:07,8087,861
2016-08-1909:10:06,4104,1119
2016-08-1910:10:07,4370,2288
2016-08-1911:10:06,1911,3013
2016-08-1912:10:05,3380,3043
2016-08-1913:10:04,3388,2768
2016-08-1914:10:06,3032,2913
2016-08-1915:10:05,5714,2737
2016-08-1916:10:03,7055,2663
2016-08-1917:10:06,3565,2631
2016-08-1918:10:04,3580,2641
2016-08-1919:10:07,7696,2518
2016-08-1920:10:05,4186,2478
2016-08-1921:10:06,4197,1254
2016-08-1922:10:04,3562,1251
2016-08-1923:10:04,3676,1345
2016-08-2000:10:05,3676,1345
2016-08-2001:10:04,3721,1388
2016-08-2002:10:07,6027,832
2016-08-2003:10:06,6102,4776
2016-08-2004:10:05,6102,4776
2016-08-2005:10:06,5951,4776
2016-08-2006:10:05,5901,6472
2016-08-2007:10:04,5911,3659
2016-08-2008:10:05,6019,3689
2016-08-2009:10:04,6034,1958
2016-08-2010:10:07,6011,1676
2016-08-2011:10:04,3595,1394
2016-08-2012:10:06,3655,1497
2016-08-2013:10:04,3527,1464
2016-08-2014:10:04,3415,1389
2016-08-2015:10:07,5138,603
2016-08-2016:10:04,3650,640
2016-08-2017:10:04,3681,2452
2016-08-2018:10:04,3676,2392
2016-08-2019:10:04,3746,1060
2016-08-2020:10:04,3816,6580
2016-08-2021:10:07,12692,2738
2016-08-2022:10:04,12828,1017
2016-08-2023:10:04,13611,870
2016-08-2100:10:04,13611,870
2016-08-2101:10:04,7209,427
2016-08-2102:10:04,7492,466
2016-08-2103:10:04,7418,442
2016-08-2104:10:04,7422,442
2016-08-2105:10:04,10405,442
2016-08-2106:10:04,13734,442
2016-08-2107:10:03,13734,442
2016-08-2108:10:04,13566,4035
2016-08-2109:10:04,13586,4035
2016-08-2110:10:05,6582,423
2016-08-2111:10:05,5025,1912
2016-08-2112:10:04,4987,3959
2016-08-2113:10:05,7797,1311
2016-08-2114:10:04,7844,507
2016-08-2115:10:04,7775,495
2016-08-2116:10:05,6625,516
2016-08-2117:10:05,13041,526
2016-08-2118:10:04,10207,525
2016-08-2119:10:04,10324,4448
2016-08-2120:10:04,12238,4428
2016-08-2121:10:04,10554,4502
2016-08-2122:10:04,13838,4507
2016-08-2123:10:05,11036,2925
2016-08-2200:10:07,11036,2925
2016-08-2201:10:04,9731,589
2016-08-2202:10:04,4094,589
2016-08-2203:10:04,4229,561
2016-08-2204:10:04,4229,561
2016-08-2205:10:04,4276,561
2016-08-2206:10:05,4256,561
2016-08-2207:10:07,4249,561
2016-08-2208:10:04,4234,561
2016-08-2209:10:09,4050,502
2016-08-2210:10:04,3295,595
2016-08-2211:10:05,3521,1387
2016-08-2212:10:04,3983,1861
2016-08-2213:10:04,3916,855
2016-08-2214:10:05,3581,347
2016-08-2215:10:05,3951,1505
2016-08-2216:10:04,3783,1522
2016-08-2217:10:05,3951,1546
2016-08-2218:10:05,3831,1658
2016-08-2219:10:05,3027,1874
2016-08-2220:10:04,2985,1826
2016-08-2221:10:05,3928,524
2016-08-2222:10:04,2723,251
2016-08-2223:10:07,2728,251
2016-08-2300:10:07,2728,251
2016-08-2301:10:04,4196,256
2016-08-2302:10:04,2861,231
2016-08-2303:10:04,2862,231
2016-08-2304:10:06,3032,2559
2016-08-2305:10:05,2838,175
2016-08-2306:10:05,2804,175
2016-08-2307:10:03,2815,235
2016-08-2308:10:05,2767,230
2016-08-2309:10:04,2168,3460
2016-08-2310:10:06,2257,5117
2016-08-2311:10:04,12635,2522
2016-08-2312:10:04,15599,2409
2016-08-2313:10:05,18851,6731
2016-08-2314:10:04,11360,3484
2016-08-2315:10:04,10297,2146
2016-08-2316:10:04,4484,2102
2016-08-2317:10:04,4631,2278
2016-08-2318:10:04,4858,2282
2016-08-2319:10:04,4840,1508
2016-08-2320:10:04,7292,1423
2016-08-2321:10:04,4411,670
2016-08-2322:10:04,4000,560
2016-08-2323:10:04,2958,481
2016-08-2400:10:05,2958,481
2016-08-2401:10:03,2938,448
2016-08-2402:10:04,2938,360
2016-08-2403:10:04,2938,360
2016-08-2404:10:04,2958,360
2016-08-2405:10:04,6815,360
2016-08-2406:10:03,6790,360
2016-08-2407:10:04,4839,360
2016-08-2408:10:04,4806,740
2016-08-2409:10:05,5271,1522
2016-08-2410:10:04,5465,2699
2016-08-2411:10:04,4643,8387
2016-08-2412:10:06,4697,2856
2016-08-2413:10:03,11210,1638
2016-08-2414:10:05,10657,1563
2016-08-2415:10:04,3884,1532
2016-08-2416:10:04,2774,1228
2016-08-2417:10:04,6902,1226
2016-08-2418:10:04,6994,899
2016-08-2419:10:04,4910,561
2016-08-2420:10:04,4497,487
2016-08-2421:10:04,3671,3053
2016-08-2422:10:05,2261,438
2016-08-2423:10:06,2073,2591
2016-08-2500:10:04,2073,2591
2016-08-2501:10:04,2193,3242
2016-08-2502:10:04,2017,1459
2016-08-2503:10:05,1982,1098
2016-08-2504:10:04,1982,289
2016-08-2505:10:04,1992,289
2016-08-2506:10:04,1977,289
2016-08-2507:10:05,1972,289
2016-08-2508:10:05,1889,277
2016-08-2509:10:05,2680,266
2016-08-2510:10:05,2663,284
2016-08-2511:10:04,2338,1676
2016-08-2512:10:03,2397,1785
2016-08-2513:10:06,2474,1785
2016-08-2514:10:04,3535,1736
2016-08-2515:10:04,4534,1458
2016-08-2516:10:03,4607,719
2016-08-2517:10:06,7430,614
2016-08-2518:10:04,8048,552
2016-08-2519:10:04,5009,473
2016-08-2520:10:04,3156,301
2016-08-2521:10:04,2248,2423
2016-08-2522:10:06,2195,347
2016-08-2523:10:04,2184,347
2016-08-2600:10:05,2184,347
2016-08-2601:10:05,2096,346
2016-08-2602:10:04,2096,338
2016-08-2603:10:03,2032,338
2016-08-2604:10:06,5643,338
2016-08-2605:10:05,5643,361
2016-08-2606:10:06,5626,212
2016-08-2607:10:04,3744,248
2016-08-2608:10:04,1989,952
2016-08-2609:10:04,1817,3288
2016-08-2610:10:05,6585,4154
2016-08-2611:10:05,4693,4117
2016-08-2612:10:04,8525,3894
2016-08-2613:10:06,7602,9175
2016-08-2614:10:06,3637,7676
2016-08-2615:10:04,1733,4749
2016-08-2616:10:06,6391,4728
2016-08-2617:10:04,8231,2477
2016-08-2618:10:04,3475,7012
2016-08-2619:10:04,1967,7059
2016-08-2620:10:03,1966,2992
2016-08-2621:10:04,1866,448
2016-08-2622:10:05,1896,423
2016-08-2623:10:04,1923,367
2016-08-2700:10:04,1923,367
2016-08-2701:10:05,1857,189
2016-08-2702:10:05,1842,3167
2016-08-2703:10:04,1984,2863
2016-08-2704:10:04,1994,2305
2016-08-2705:10:05,7624,4601
2016-08-2706:10:05,7497,2488
2016-08-2707:10:04,12963,15038
2016-08-2708:10:03,11541,14399
2016-08-2709:10:04,10693,14497
2016-08-2710:10:05,11234,21949
2016-08-2711:10:04,10327,21206
2016-08-2712:10:04,16510,15212
2016-08-2713:10:04,14719,12950
2016-08-2714:10:04,13694,24718
2016-08-2715:10:04,7883,18334
2016-08-2716:10:04,4768,13133
2016-08-2717:10:04,4148,5804
2016-08-2718:10:03,4232,4949
2016-08-2719:10:05,2901,4106
2016-08-2720:10:05,9772,3433
2016-08-2721:10:04,9878,6402
2016-08-2722:10:04,9784,6038
2016-08-2723:10:05,9836,6015
2016-08-2800:10:04,9836,6015
2016-08-2801:10:04,9882,3217
2016-08-2802:10:04,2948,3242
2016-08-2803:10:05,3014,3181
2016-08-2804:10:04,3019,6750
2016-08-2805:10:04,3020,6768
2016-08-2806:10:04,3014,1569
2016-08-2807:10:04,3095,1560
2016-08-2808:10:04,3050,9187
2016-08-2809:10:04,3148,10912
2016-08-2810:10:04,3339,6110
2016-08-2811:10:04,3427,5958
2016-08-2812:10:06,3175,4542
2016-08-2813:10:04,3173,4407
2016-08-2814:10:05,8241,4432
2016-08-2815:10:06,8280,4257
2016-08-2816:10:06,7848,3995
2016-08-2817:10:03,7812,3885
2016-08-2818:10:04,7914,3699
2016-08-2819:10:04,7773,3832
2016-08-2820:10:04,3636,3999
2016-08-2821:10:04,3637,2084
2016-08-2822:10:04,3849,2423
2016-08-2823:10:04,3890,1771
2016-08-2900:10:04,3890,1771
2016-08-2901:10:03,3814,1820
2016-08-2902:10:05,3750,1745
2016-08-2903:10:04,3642,1664
2016-08-2904:10:04,3636,1664
2016-08-2905:10:04,3636,1540
2016-08-2906:10:05,3513,1540
2016-08-2907:10:04,3515,1458
2016-08-2908:10:04,5564,1436
2016-08-2909:10:04,3694,1975
2016-08-2910:10:04,3370,3903
2016-08-2911:10:04,3500,7689
2016-08-2912:10:04,7191,6119
2016-08-2913:10:06,7748,5811
2016-08-2914:10:04,7825,6550
2016-08-2915:10:04,9511,3509
2016-08-2916:10:06,9569,2973
2016-08-2917:10:04,9559,2654
2016-08-2918:10:04,7829,2582
2016-08-2919:10:05,7797,2554
2016-08-2920:10:04,10958,1967
2016-08-2921:10:04,9398,1480
2016-08-2922:10:04,12880,5019
2016-08-2923:10:04,3878,3362
2016-08-3000:10:04,3878,3362
2016-08-3001:10:04,3932,3345
2016-08-3002:10:06,5747,3345
2016-08-3003:10:03,5808,1971
2016-08-3004:10:04,5587,1990
2016-08-3005:10:05,5566,1990
2016-08-3006:10:05,5943,848
2016-08-3007:10:04,6694,881
2016-08-3008:10:04,6550,3189
2016-08-3009:10:06,6503,1948
2016-08-3010:10:08,7937,1540
2016-08-3011:10:05,6699,1717
2016-08-3012:10:04,5651,4065
2016-08-3013:10:04,8308,5694
2016-08-3014:10:04,8284,5605
2016-08-3015:10:05,5685,4270
2016-08-3016:10:04,5894,4318
2016-08-3017:10:05,7647,2980
2016-08-3018:10:04,10921,6739
2016-08-3019:10:04,9672,4231
2016-08-3020:10:03,10781,3900
2016-08-3021:10:04,7479,3432
2016-08-3022:10:04,4887,2222
2016-08-3023:10:05,8832,1946
2016-08-3100:10:04,8832,1946
2016-08-3101:10:06,8803,1781
2016-08-3102:10:04,4350,1325
2016-08-3103:10:04,4340,1325
2016-08-3104:10:04,7193,1325
2016-08-3105:10:04,7193,1325
2016-08-3106:10:04,5698,1238
2016-08-3107:10:04,5256,1211
2016-08-3108:10:04,5408,1258
2016-08-3109:10:05,5521,4113
2016-08-3110:10:04,8898,6329
2016-08-3111:10:04,8741,7370
2016-08-3112:10:04,6254,7370
2016-08-3113:10:04,8818,6249
2016-08-3114:10:05,9005,6324
2016-08-3115:10:04,11614,10394
2016-08-3116:10:04,10098,7039
2016-08-3117:10:06,15761,8753
2016-08-3118:10:04,11882,6984
2016-08-3119:10:04,11598,6965
2016-08-3120:10:05,8596,6058
2016-08-3121:10:04,5542,920
2016-08-3122:10:05,5516,1163
2016-08-3123:10:05,5589,907
2016-09-0100:10:05,5589,907
2016-09-0101:10:04,4900,775
2016-09-0102:10:04,4691,770
2016-09-0103:10:03,4763,770
2016-09-0104:10:07,4746,770
2016-09-0105:10:04,4736,770
2016-09-0106:10:04,4718,511
2016-09-0107:10:05,4549,457
2016-09-0108:10:05,4541,457
2016-09-0109:10:04,4350,1090
2016-09-0110:10:04,4470,2002
2016-09-0111:10:04,4560,1867
2016-09-0112:10:04,3659,2149
2016-09-0113:10:04,3549,9097
2016-09-0114:10:04,3458,7889
2016-09-0115:10:04,3016,3879
2016-09-0116:10:04,2977,2503
2016-09-0117:10:04,2646,2382
2016-09-0118:10:03,2775,5197
2016-09-0119:10:04,7194,2217
2016-09-0120:10:05,7686,925
2016-09-0121:10:04,2801,1075
2016-09-0122:10:04,2946,1164
2016-09-0123:10:04,2968,1409
2016-09-0200:10:04,2968,1409
2016-09-0201:10:04,3332,1499
2016-09-0202:10:04,3201,5094
2016-09-0203:10:04,3189,2728
2016-09-0204:10:04,3147,7495
2016-09-0205:10:04,3149,7463
2016-09-0206:10:05,3189,2592
2016-09-0207:10:05,3192,2550
2016-09-0208:10:05,3397,6391
2016-09-0209:10:04,3546,6600
2016-09-0210:10:05,3622,5963
2016-09-0211:10:05,3683,5682
2016-09-0212:10:04,3489,5953
2016-09-0213:10:04,3375,3932
2016-09-0214:10:04,3299,3228
2016-09-0215:10:04,7770,6335
2016-09-0216:10:04,7972,6368
2016-09-0217:10:04,7987,6269
2016-09-0218:10:04,9026,5046
2016-09-0219:10:04,9118,5050
2016-09-0220:10:04,8301,5182
2016-09-0221:10:05,8289,5132
2016-09-0222:10:06,8081,1873
2016-09-0223:10:05,3319,1461
2016-09-0300:10:04,3319,1461
2016-09-0301:10:03,3697,1294
2016-09-0302:10:05,5265,2898
2016-09-0303:10:05,5294,1281
2016-09-0304:10:04,3282,1204
2016-09-0305:10:04,3261,1104
2016-09-0306:10:05,3368,1104
2016-09-0307:10:06,3292,1076
2016-09-0308:10:05,3299,1541
2016-09-0309:10:04,3366,2186
2016-09-0310:10:04,3310,8110
2016-09-0311:10:05,3451,2817
2016-09-0312:10:04,3477,2782
2016-09-0313:10:04,3741,5512
2016-09-0314:10:06,3810,4515
2016-09-0315:10:04,3885,5352
2016-09-0316:10:04,3673,2263
2016-09-0317:10:05,3792,5371
2016-09-0318:10:05,3574,1735
2016-09-0319:10:04,3751,1699
2016-09-0320:10:05,3815,1533
2016-09-0321:10:04,3835,7364
2016-09-0322:10:05,3894,11691
2016-09-0323:10:04,3945,11601
2016-09-0400:10:04,3945,11601
2016-09-0401:10:04,3918,12628
2016-09-0402:10:04,3904,11402
2016-09-0403:10:04,8053,8785
2016-09-0404:10:04,6123,8785
2016-09-0405:10:05,6115,8674
2016-09-0406:10:05,4310,8674
2016-09-0407:10:04,4293,822
2016-09-0408:10:04,4310,1291
2016-09-0409:10:04,4108,25299
2016-09-0410:10:06,4121,3584
2016-09-0411:10:07,4133,4032
2016-09-0412:10:04,3427,4209
2016-09-0413:10:05,4732,3983
2016-09-0414:10:04,4735,3654
2016-09-0415:10:04,4196,6003
2016-09-0416:10:07,3810,2859
2016-09-0417:10:04,3874,2684
2016-09-0418:10:04,4882,613
2016-09-0419:10:05,10686,549
2016-09-0420:10:06,4921,3869
2016-09-0421:10:05,7616,9065
2016-09-0422:10:04,11484,4592
2016-09-0423:10:05,7655,3496
2016-09-0500:10:05,7655,3496
2016-09-0501:10:18,3944,957
2016-09-0502:10:04,6125,957
2016-09-0503:10:04,6109,957
2016-09-0504:10:04,3886,957
2016-09-0505:10:04,3891,957
2016-09-0506:10:04,2532,957
2016-09-0507:10:06,2509,957
2016-09-0508:10:04,2517,890
2016-09-0509:10:05,2622,2044
2016-09-0510:10:09,5482,1310
2016-09-0511:10:04,7360,1547
2016-09-0512:10:05,7323,1093
2016-09-0513:10:05,5411,1169
2016-09-0514:10:04,4256,1160
2016-09-0515:10:07,4437,1219
2016-09-0516:10:05,3096,1236
2016-09-0517:10:05,3251,1336
2016-09-0518:10:04,3331,1293
2016-09-0519:10:05,14876,10889
2016-09-0520:10:04,39096,7795
2016-09-0521:10:05,39826,19843
2016-09-0522:10:04,39555,23112
2016-09-0523:10:03,43876,20173
2016-09-0600:10:04,43876,20173
2016-09-0601:10:04,40140,13738
2016-09-0602:10:05,22806,12074
2016-09-0603:10:04,17601,10062
2016-09-0604:10:05,11867,9935
2016-09-0605:10:04,10881,9935
2016-09-0606:10:04,10834,7932
2016-09-0607:10:04,13925,7845
2016-09-0608:10:03,14112,8084
2016-09-0609:10:04,48681,5272
2016-09-0610:10:05,68970,5865
2016-09-0611:10:05,43313,8801
2016-09-0612:10:05,69551,7833
2016-09-0613:10:04,34693,8788
2016-09-0614:10:04,36784,8649
2016-09-0615:10:05,39912,8692
2016-09-0616:10:05,36135,19597
2016-09-0617:10:04,38589,22633
2016-09-0618:10:04,34398,12451
2016-09-0619:10:05,27771,13958
2016-09-0620:10:04,43689,15200
2016-09-0621:10:04,38051,12164
2016-09-0622:10:05,26908,11996
2016-09-0623:10:04,25696,7852
2016-09-0700:10:04,25696,7852
2016-09-0701:10:06,26276,6281
2016-09-0702:10:04,11626,6327
2016-09-0703:10:04,13772,6187
2016-09-0704:10:04,15012,6116
2016-09-0705:10:04,16151,6116
2016-09-0706:10:05,16392,6090
2016-09-0707:10:04,16118,6182
2016-09-0708:10:04,16365,11201
2016-09-0709:10:04,16617,10998
2016-09-0710:10:05,20412,9172
2016-09-0711:10:05,23281,9501
2016-09-0712:10:06,20555,11000
2016-09-0713:10:04,20562,9195
2016-09-0714:10:04,20805,9458
2016-09-0715:10:04,22786,8915
2016-09-0716:10:06,29544,7813
2016-09-0717:10:08,22555,7276
2016-09-0718:10:04,22895,10728
2016-09-0719:10:04,21009,12132
2016-09-0720:10:04,25006,8370
2016-09-0721:10:04,26128,10170
2016-09-0722:10:04,25707,8803
2016-09-0723:10:04,20692,8563
2016-09-0800:10:04,20692,8563
2016-09-0801:10:05,20690,8769
2016-09-0802:10:05,20605,5693
2016-09-0803:10:04,20403,6468
2016-09-0804:10:05,20331,6468
2016-09-0805:10:04,18180,6466
2016-09-0806:10:04,18140,5775
2016-09-0807:10:04,18148,5728
2016-09-0808:10:03,18339,5746
2016-09-0809:10:07,21394,5468
2016-09-0810:10:03,19934,6690
2016-09-0811:10:04,19641,6814
2016-09-0812:10:05,19087,7373
2016-09-0813:10:04,19254,11003
2016-09-0814:10:04,19833,11436
2016-09-0815:10:07,17335,5676
2016-09-0816:10:05,17633,5468
2016-09-0817:10:05,17402,2873
2016-09-0818:10:04,17230,3153
2016-09-0819:10:05,17241,2560
2016-09-0820:10:06,16323,2165
2016-09-0821:10:04,18043,1579
2016-09-0822:10:05,16185,1595
2016-09-0823:10:05,16201,4201
2016-09-0900:10:04,16201,4201
2016-09-0901:10:03,16079,1633
2016-09-0902:10:06,16098,1560
2016-09-0903:10:06,15818,1560
2016-09-0904:10:05,15690,1527
2016-09-0905:10:06,15671,1536
2016-09-0906:10:03,14585,2633
2016-09-0907:10:06,14478,2576
2016-09-0908:10:04,14496,1660
2016-09-0909:10:04,14162,1906
2016-09-0910:10:04,14380,4536
