fecha,usuarios sin suministro edesur,usuarios sin suministro edenor
2016-07-0723:10:04,20382,3253
2016-07-0800:10:04,20382,3253
2016-07-0801:10:04,18107,3280
2016-07-0802:10:04,17721,7974
2016-07-0803:10:04,15040,7991
2016-07-0804:10:04,15364,5356
2016-07-0805:10:04,15095,5343
2016-07-0806:10:04,15020,5307
2016-07-0807:10:04,12982,4488
2016-07-0808:10:04,13157,4599
2016-07-0809:10:04,16196,5100
2016-07-0810:10:04,14628,4732
2016-07-0811:10:05,10116,4678
2016-07-0812:10:04,10023,4650
2016-07-0813:10:04,10283,4591
2016-07-0814:10:04,10597,3301
2016-07-0815:10:04,12766,3259
2016-07-0816:10:05,12501,3121
2016-07-0817:10:04,10247,2973
2016-07-0818:10:04,12170,2808
2016-07-0819:10:04,11960,8133
2016-07-0820:10:04,18004,9558
2016-07-0821:10:04,17889,9760
2016-07-0822:10:04,21238,5831
2016-07-0823:10:04,19974,2190
2016-07-0900:10:03,19974,2190
2016-07-0901:10:13,16885,2150
2016-07-0902:10:04,8554,2536
2016-07-0903:10:05,8418,2593
2016-07-0904:10:04,8107,2577
2016-07-0905:10:04,8107,2577
2016-07-0906:10:04,7850,2536
2016-07-0907:10:03,8132,5937
2016-07-0908:10:06,7845,5988
2016-07-0909:10:06,8049,6047
2016-07-0910:10:04,8088,6388
2016-07-0911:10:05,8183,4486
2016-07-0912:10:05,8314,4079
2016-07-0913:10:04,8281,3775
2016-07-0914:10:04,11195,3672
2016-07-0915:10:05,11223,3704
2016-07-0916:10:04,8384,3683
2016-07-0917:10:04,10447,2436
2016-07-0918:10:04,9685,2356
2016-07-0919:10:05,11775,1912
2016-07-0920:10:05,11870,2348
2016-07-0921:10:05,9323,1981
2016-07-0922:10:05,7776,1962
2016-07-0923:10:04,7613,1333
2016-07-1000:10:05,7613,1333
2016-07-1001:10:38,8385,1056
2016-07-1002:10:04,6616,5545
2016-07-1003:10:06,7022,2538
2016-07-1004:10:05,6774,1381
2016-07-1005:10:04,7024,1356
2016-07-1006:10:05,6943,1031
2016-07-1007:10:06,6874,1072
2016-07-1008:10:04,6662,1073
2016-07-1009:10:04,18278,1076
2016-07-1010:10:04,14653,5562
2016-07-1011:10:04,16809,4000
2016-07-1012:10:04,16738,3887
2016-07-1013:10:04,16429,1760
2016-07-1014:10:05,6651,1447
2016-07-1015:10:04,5781,2950
2016-07-1016:10:04,5780,1440
2016-07-1017:10:05,5780,3475
2016-07-1018:10:05,5196,1074
2016-07-1019:10:04,12123,1255
2016-07-1020:10:04,21100,1178
2016-07-1021:10:04,15212,1308
2016-07-1022:10:04,15249,1085
2016-07-1023:10:04,15263,980
2016-07-1100:10:05,15263,980
2016-07-1101:10:04,11968,1160
2016-07-1102:10:04,5112,1333
2016-07-1103:10:04,4858,1333
2016-07-1104:10:04,4827,1333
2016-07-1105:10:05,4816,1333
2016-07-1106:10:05,4447,1333
2016-07-1107:10:05,4638,1268
2016-07-1108:10:05,4690,1340
2016-07-1109:10:04,4124,1244
2016-07-1110:10:04,3893,2485
2016-07-1111:10:04,4405,2993
2016-07-1112:10:05,4588,3334
2016-07-1113:10:05,9722,3327
2016-07-1114:10:05,9753,2876
2016-07-1115:10:05,9545,2452
2016-07-1116:10:05,8442,1503
2016-07-1117:10:04,13916,5712
2016-07-1118:10:04,18488,1056
2016-07-1119:10:04,20158,1018
2016-07-1120:10:04,19397,1111
2016-07-1121:10:04,22909,817
2016-07-1122:10:05,21141,852
2016-07-1123:10:04,14698,853
2016-07-1200:10:04,14698,853
2016-07-1201:10:05,14560,3138
2016-07-1202:10:05,6935,3131
2016-07-1203:10:04,6271,3098
2016-07-1204:10:04,6039,3097
2016-07-1205:10:04,6376,3097
2016-07-1206:10:05,9540,3545
2016-07-1207:10:04,8299,3498
2016-07-1208:10:05,8053,3531
2016-07-1209:10:04,5680,6092
2016-07-1210:10:19,7451,5549
2016-07-1211:10:03,7085,4472
2016-07-1212:10:04,12861,3588
2016-07-1213:10:05,19170,2185
2016-07-1214:10:05,11978,5442
2016-07-1215:10:03,16454,5146
2016-07-1216:10:05,14490,1492
2016-07-1217:10:04,14592,1393
2016-07-1218:10:04,7218,825
2016-07-1219:10:04,7302,864
2016-07-1220:10:04,13377,997
2016-07-1221:10:05,22498,1428
2016-07-1222:10:05,28864,1691
2016-07-1223:10:04,34320,1804
2016-07-1300:10:04,34320,1804
2016-07-1301:10:09,30304,1684
2016-07-1302:10:05,18527,2043
2016-07-1303:10:04,13756,1627
2016-07-1304:10:04,14269,1627
2016-07-1305:10:04,13243,1583
2016-07-1306:10:04,6875,1426
2016-07-1307:10:04,3128,1426
2016-07-1308:10:04,6926,1426
2016-07-1309:10:04,7143,1499
2016-07-1310:10:05,6895,5399
2016-07-1311:10:04,5189,7846
2016-07-1312:10:07,5703,7933
2016-07-1313:10:04,5849,3589
2016-07-1314:10:04,5905,3626
2016-07-1315:10:05,6066,3140
2016-07-1316:10:04,6126,3133
2016-07-1317:10:04,6306,5187
2016-07-1318:10:04,6530,2535
2016-07-1319:10:04,6583,2231
2016-07-1320:10:04,21019,2445
2016-07-1321:10:04,32164,2664
2016-07-1322:10:04,33087,7121
2016-07-1323:10:04,33300,3262
2016-07-1400:10:04,33300,3262
2016-07-1401:10:04,13108,2532
2016-07-1402:10:04,7976,4163
2016-07-1403:10:04,7977,2541
2016-07-1404:10:05,7844,6237
2016-07-1405:10:04,7686,6191
2016-07-1406:10:05,7510,2495
2016-07-1407:10:05,7546,2495
2016-07-1408:10:04,7514,2464
2016-07-1409:10:04,7602,2850
2016-07-1410:10:04,7599,2897
2016-07-1411:10:06,7715,2952
2016-07-1412:10:04,8176,2990
2016-07-1413:10:04,13776,3077
2016-07-1414:10:05,12792,3153
2016-07-1415:10:05,12847,3111
2016-07-1416:10:05,15669,3059
2016-07-1417:10:04,23558,3099
2016-07-1418:10:04,23909,3157
2016-07-1419:10:05,34671,8431
2016-07-1420:10:04,39053,8227
2016-07-1421:10:04,39194,3154
2016-07-1422:10:05,36282,3254
2016-07-1423:10:04,25078,11374
2016-07-1500:10:04,25078,11374
2016-07-1501:10:05,19511,11494
2016-07-1502:10:07,17657,11856
2016-07-1503:10:05,16152,6925
2016-07-1504:10:04,18877,6925
2016-07-1505:10:04,15890,6925
2016-07-1506:10:04,15890,4074
2016-07-1507:10:04,14328,4008
2016-07-1508:10:05,14374,9608
2016-07-1509:10:04,14571,6458
2016-07-1510:10:04,16649,6439
2016-07-1511:10:04,15952,4819
2016-07-1512:10:04,16159,4127
2016-07-1513:10:04,16522,3932
2016-07-1514:10:04,14902,4025
2016-07-1515:10:04,15074,5915
2016-07-1516:10:04,15101,7917
2016-07-1517:10:05,18557,7319
2016-07-1518:10:05,18602,5704
2016-07-1519:10:05,27420,5237
2016-07-1520:10:04,32318,5286
2016-07-1521:10:04,33282,6044
2016-07-1522:10:04,39212,8515
2016-07-1523:10:05,32717,3614
2016-07-1600:10:04,32717,3614
2016-07-1601:10:06,21777,3414
2016-07-1602:10:05,15907,3447
2016-07-1603:10:06,15918,3348
2016-07-1604:10:04,16304,3270
2016-07-1605:10:04,20272,3191
2016-07-1606:10:04,20259,3091
2016-07-1607:10:04,20149,6166
2016-07-1608:10:04,16202,3618
2016-07-1609:10:04,16401,5648
2016-07-1610:10:05,16265,6429
2016-07-1611:10:05,16634,6718
2016-07-1612:10:05,16522,6941
2016-07-1613:10:05,17254,6551
2016-07-1614:10:05,17488,6408
2016-07-1615:10:05,16376,10026
2016-07-1616:10:04,15775,8910
2016-07-1617:10:04,25302,8093
2016-07-1618:10:05,19347,7968
2016-07-1619:10:04,25201,10445
2016-07-1620:10:06,38863,18750
2016-07-1621:10:05,47741,12879
2016-07-1622:10:04,53471,11579
2016-07-1623:10:04,49071,23594
2016-07-1700:10:04,49071,23594
2016-07-1701:10:04,21214,23260
2016-07-1702:10:13,17019,6249
2016-07-1703:10:04,16538,6205
2016-07-1704:10:05,16068,6188
2016-07-1705:10:04,15267,6188
2016-07-1706:10:04,14983,3454
2016-07-1707:10:04,14967,3341
2016-07-1708:10:04,15025,6527
2016-07-1709:10:05,14751,10241
2016-07-1710:10:05,14508,9913
2016-07-1711:10:04,14541,8182
2016-07-1712:10:04,17842,6759
2016-07-1713:10:04,20746,5881
2016-07-1714:10:03,17500,4632
2016-07-1715:10:03,14732,3881
2016-07-1716:10:03,14400,3358
2016-07-1717:10:04,18753,2481
2016-07-1718:10:05,15041,2264
2016-07-1719:10:04,33270,1928
2016-07-1720:10:04,36556,2079
2016-07-1721:10:04,40820,2253
2016-07-1722:10:06,43450,2626
2016-07-1723:10:05,43508,2725
2016-07-1800:10:05,43508,2725
2016-07-1801:10:04,16104,6025
2016-07-1802:10:04,22233,6025
2016-07-1803:10:04,13849,2658
2016-07-1804:10:05,13567,2619
2016-07-1805:10:03,13682,2585
2016-07-1806:10:04,13583,2585
2016-07-1807:10:05,13591,6871
2016-07-1808:10:04,13610,5529
2016-07-1809:10:06,14138,4471
2016-07-1810:10:04,18650,7361
2016-07-1811:10:05,19386,7666
2016-07-1812:10:04,18969,4658
2016-07-1813:10:04,19086,3554
2016-07-1814:10:06,19436,3713
2016-07-1815:10:06,19450,7768
2016-07-1816:10:04,19229,5896
2016-07-1817:10:04,15904,6005
2016-07-1818:10:05,16274,4599
2016-07-1819:10:04,39923,4776
2016-07-1820:10:05,48612,11229
2016-07-1821:10:04,53764,22302
2016-07-1822:10:04,54250,14364
2016-07-1823:10:05,21740,17439
2016-07-1900:10:05,21740,17439
2016-07-1901:10:08,21003,13889
2016-07-1902:10:05,22815,4669
2016-07-1903:10:04,22228,4669
2016-07-1904:10:04,22107,4516
2016-07-1905:10:04,18615,4336
2016-07-1906:10:05,18493,4085
2016-07-1907:10:04,16203,4085
2016-07-1908:10:04,16271,6466
2016-07-1909:10:05,16391,6626
2016-07-1910:10:04,19438,4219
2016-07-1911:10:04,19547,4357
2016-07-1912:10:04,28312,4050
2016-07-1913:10:04,28215,4046
2016-07-1914:10:05,28569,9039
2016-07-1915:10:06,18571,6765
2016-07-1916:10:04,18462,4606
2016-07-1917:10:06,18111,6004
2016-07-1918:10:05,18303,5545
2016-07-1919:10:05,21927,5722
2016-07-1920:10:04,33733,5924
2016-07-1921:10:04,41622,13373
2016-07-1922:10:06,38822,11908
2016-07-1923:10:04,35297,12053
2016-07-2000:10:04,35297,12053
2016-07-2001:10:05,35298,10688
2016-07-2002:10:04,19562,5642
2016-07-2003:10:04,19452,5642
2016-07-2004:10:05,19167,5526
2016-07-2005:10:05,21568,5483
2016-07-2006:10:04,20014,8474
2016-07-2007:10:07,15610,5759
2016-07-2008:10:04,17556,5818
2016-07-2009:10:04,21616,6784
2016-07-2010:10:04,30659,5500
2016-07-2011:10:04,45497,5786
2016-07-2012:10:05,39692,8313
2016-07-2013:10:05,39824,8111
2016-07-2014:10:05,43165,8069
2016-07-2015:10:04,31994,7866
2016-07-2016:10:04,27012,7897
2016-07-2017:10:05,25978,8064
2016-07-2018:10:04,26107,7858
2016-07-2019:10:04,26501,7856
2016-07-2020:10:04,49268,13294
2016-07-2021:10:04,46008,18824
2016-07-2022:10:03,49991,14698
2016-07-2023:10:04,46859,12104
2016-07-2100:10:04,46859,12104
2016-07-2101:10:04,40841,6621
2016-07-2102:10:06,33253,4384
2016-07-2103:10:05,33582,4265
2016-07-2104:10:04,33547,4265
2016-07-2105:10:04,33936,3974
2016-07-2106:10:04,33870,4006
2016-07-2107:10:04,33580,3997
2016-07-2108:10:04,33440,4089
2016-07-2109:10:04,33347,4197
2016-07-2110:10:05,33111,4964
2016-07-2111:10:05,29461,10053
2016-07-2112:10:04,29475,9877
2016-07-2113:10:04,29666,9916
2016-07-2114:10:05,30557,9954
2016-07-2115:10:05,30327,7243
2016-07-2116:10:04,23043,6647
2016-07-2117:10:04,21613,11697
2016-07-2118:10:05,19985,12043
2016-07-2119:10:04,26329,12095
2016-07-2120:10:07,33488,12076
2016-07-2121:10:05,31184,11800
2016-07-2122:10:04,43266,11552
2016-07-2123:10:04,44548,11514
2016-07-2200:10:04,44548,11514
2016-07-2201:10:04,43297,17113
2016-07-2202:10:03,28579,11981
2016-07-2203:10:04,28332,11981
2016-07-2204:10:04,28471,5268
2016-07-2205:10:04,25528,5268
2016-07-2206:10:04,27294,9761
2016-07-2207:10:04,27326,5157
2016-07-2208:10:05,26975,4890
2016-07-2209:10:05,27027,6070
2016-07-2210:10:05,31630,6107
2016-07-2211:10:04,34435,6003
2016-07-2212:10:04,42113,6499
2016-07-2213:10:04,38419,5237
2016-07-2214:10:03,38878,8033
2016-07-2215:10:03,35037,8883
2016-07-2216:10:04,33338,8653
2016-07-2217:10:04,33917,8011
2016-07-2218:10:06,24322,4245
2016-07-2219:10:04,31227,4252
2016-07-2220:10:03,30155,7795
2016-07-2221:10:04,25560,7816
2016-07-2222:10:04,36999,6768
2016-07-2223:10:04,33516,6572
2016-07-2300:10:04,33516,6572
2016-07-2301:10:03,33749,3923
2016-07-2302:10:04,29062,3903
2016-07-2303:10:07,29094,3845
2016-07-2304:10:07,21150,3793
2016-07-2305:10:05,20164,3793
2016-07-2306:10:04,20292,3793
2016-07-2307:10:04,20568,3793
2016-07-2308:10:04,20745,3793
2016-07-2309:10:05,20375,3764
2016-07-2310:10:05,20505,3846
2016-07-2311:10:05,18019,7716
2016-07-2312:10:04,17591,6118
2016-07-2313:10:04,19128,7798
2016-07-2314:10:04,24023,6547
2016-07-2315:10:04,23650,11131
2016-07-2316:10:04,22761,8625
2016-07-2317:10:04,18667,6071
2016-07-2318:10:03,22355,6035
2016-07-2319:10:04,21984,7095
2016-07-2320:10:04,22264,7056
2016-07-2321:10:04,24471,16924
2016-07-2322:10:04,23483,16281
2016-07-2323:10:03,19107,12315
2016-07-2400:10:04,19107,12315
2016-07-2401:10:05,17967,9526
2016-07-2402:10:05,20996,6998
2016-07-2403:10:04,19593,6964
2016-07-2404:10:05,21558,8535
2016-07-2405:10:04,19863,4548
2016-07-2406:10:03,20476,4160
2016-07-2407:10:04,20480,4205
2016-07-2408:10:03,20464,4155
2016-07-2409:10:09,20418,4034
2016-07-2410:10:07,18657,6511
2016-07-2411:10:04,28407,7117
2016-07-2412:10:04,18523,11852
2016-07-2413:10:04,18648,8013
2016-07-2414:10:04,20774,3279
2016-07-2415:10:04,17081,9475
2016-07-2416:10:04,16143,3118
2016-07-2417:10:05,15485,2818
2016-07-2418:10:04,15589,2535
2016-07-2419:10:06,15617,2571
2016-07-2420:10:03,18344,7954
2016-07-2421:10:04,24351,12272
2016-07-2422:10:06,24505,6673
2016-07-2423:10:04,23316,6747
2016-07-2500:10:04,23316,6747
2016-07-2501:10:04,25893,6702
2016-07-2502:10:04,19673,12207
2016-07-2503:10:04,16818,12203
2016-07-2504:10:04,16986,12152
2016-07-2505:10:04,14542,12152
2016-07-2506:10:06,14852,3947
2016-07-2507:10:05,14016,3947
2016-07-2508:10:06,14496,3947
2016-07-2509:10:04,14253,4111
2016-07-2510:10:03,14129,4325
2016-07-2511:10:04,18166,4379
2016-07-2512:10:04,14757,4604
2016-07-2513:10:05,16029,2462
2016-07-2514:10:08,17665,2418
2016-07-2515:10:05,17061,2438
2016-07-2516:10:06,16179,2588
2016-07-2517:10:04,15885,4518
2016-07-2518:10:05,18642,2648
2016-07-2519:10:04,16902,2542
2016-07-2520:10:05,17151,9673
2016-07-2521:10:03,17348,15423
2016-07-2522:10:04,12998,15722
2016-07-2523:10:04,19473,16057
2016-07-2600:10:04,19473,16057
2016-07-2601:10:04,20073,16295
2016-07-2602:10:06,14082,5495
2016-07-2603:10:05,14090,3475
2016-07-2604:10:04,14987,3475
2016-07-2605:10:05,17903,3431
2016-07-2606:10:05,23451,3651
2016-07-2607:10:05,22818,3752
2016-07-2608:10:05,28647,17062
2016-07-2609:10:05,26760,10102
2016-07-2610:10:08,30851,6246
2016-07-2611:10:04,37077,6723
2016-07-2612:10:04,34705,22708
2016-07-2613:10:04,48856,29860
2016-07-2614:10:04,66796,26528
2016-07-2615:10:05,56364,28648
2016-07-2616:10:04,45915,16279
2016-07-2617:10:03,35326,20631
2016-07-2618:10:04,35883,17604
2016-07-2619:10:04,37419,33933
2016-07-2620:10:06,59318,32318
2016-07-2621:10:04,53926,27671
2016-07-2622:10:04,56261,24444
2016-07-2623:10:04,55992,16921
2016-07-2700:10:04,55992,16921
2016-07-2701:10:05,62140,8149
2016-07-2702:10:04,41527,6439
2016-07-2703:10:04,40779,6130
2016-07-2704:10:05,36776,5899
2016-07-2705:10:09,35640,5899
2016-07-2706:10:24,35800,5871
2016-07-2707:10:04,35790,5800
2016-07-2708:10:03,36547,6099
2016-07-2709:10:04,35660,6044
2016-07-2710:10:08,30198,10780
2016-07-2711:10:04,30033,10757
2016-07-2712:10:04,29839,9413
2016-07-2713:10:03,29092,7026
2016-07-2714:10:04,30264,6042
2016-07-2715:10:04,28111,5810
2016-07-2716:10:04,27077,5583
2016-07-2717:10:04,27945,5576
2016-07-2718:10:05,24646,5423
2016-07-2719:10:05,29547,5592
2016-07-2720:10:05,29123,9532
2016-07-2721:10:04,31804,9530
2016-07-2722:10:04,29817,9154
2016-07-2723:10:04,25744,8912
2016-07-2800:10:04,25744,8912
2016-07-2801:10:06,22740,8936
2016-07-2802:10:05,21209,9177
2016-07-2803:10:05,20528,9177
2016-07-2804:10:04,20610,9121
2016-07-2805:10:04,22283,9058
2016-07-2806:10:05,22372,5549
2016-07-2807:10:05,22377,5571
2016-07-2808:10:05,26616,5453
2016-07-2809:10:04,24427,6007
2016-07-2810:10:04,24233,6596
2016-07-2811:10:06,21780,7274
2016-07-2812:10:04,21532,6948
2016-07-2813:10:04,21376,6393
2016-07-2814:10:05,25726,6135
2016-07-2815:10:04,25695,6344
2016-07-2816:10:04,24288,4999
2016-07-2817:10:04,23065,17749
2016-07-2818:10:04,20839,17481
2016-07-2819:10:04,20745,17221
2016-07-2820:10:04,20780,16407
2016-07-2821:10:03,20926,16874
2016-07-2822:10:04,20919,16629
2016-07-2823:10:03,20931,22472
2016-07-2900:10:04,20931,22472
2016-07-2901:10:04,20716,20371
2016-07-2902:10:05,18831,19638
2016-07-2903:10:06,18407,19594
2016-07-2904:10:04,20338,16445
2016-07-2905:10:04,20203,13590
2016-07-2906:10:04,18944,13590
2016-07-2907:10:03,16736,13561
2016-07-2908:10:04,21867,13539
2016-07-2909:10:04,25136,6076
2016-07-2910:10:04,22600,44747
2016-07-2911:10:07,24486,45052
2016-07-2912:10:04,22047,15305
2016-07-2913:10:04,21214,14271
2016-07-2914:10:05,22950,10009
2016-07-2915:10:05,21713,9419
2016-07-2916:10:04,27795,12846
2016-07-2917:10:03,29689,12695
2016-07-2918:10:03,25644,10333
2016-07-2919:10:06,24361,10096
2016-07-2920:10:05,22631,9109
2016-07-2921:10:05,24131,10325
2016-07-2922:10:03,21481,6033
2016-07-2923:10:04,24488,4169
2016-07-3000:10:05,24488,4169
2016-07-3001:10:04,23832,4105
2016-07-3002:10:06,22012,5819
2016-07-3003:10:04,22981,7422
2016-07-3004:10:04,19124,4250
2016-07-3005:10:03,20816,4048
2016-07-3006:10:05,23100,4048
2016-07-3007:10:04,22585,4054
2016-07-3008:10:04,21171,4094
2016-07-3009:10:04,19447,4097
2016-07-3010:10:04,22863,7335
2016-07-3011:10:07,20488,7791
2016-07-3012:10:04,20898,6870
2016-07-3013:10:05,22447,6460
2016-07-3014:10:03,22221,5437
2016-07-3015:10:11,21367,3440
2016-07-3016:10:06,22064,3497
2016-07-3017:10:04,24708,6117
2016-07-3018:10:05,22040,3568
2016-07-3019:10:04,21055,3567
2016-07-3020:10:04,24186,3669
2016-07-3021:10:06,28754,3816
2016-07-3022:10:04,31418,3560
2016-07-3023:10:04,24184,3450
2016-07-3100:10:04,24184,3450
2016-07-3101:10:05,18326,6093
2016-07-3102:10:04,17390,3330
2016-07-3103:10:06,20157,9869
2016-07-3104:10:05,19300,9869
2016-07-3105:10:05,21475,9912
2016-07-3106:10:04,19981,3641
2016-07-3107:10:04,19397,5097
2016-07-3108:10:07,19810,3637
2016-07-3109:10:05,19356,3680
2016-07-3110:10:03,19875,4565
2016-07-3111:10:05,20690,3880
2016-07-3112:10:04,21022,3929
2016-07-3113:10:04,21614,8576
2016-07-3114:10:04,29282,8036
2016-07-3115:10:05,23081,8258
2016-07-3116:10:04,21350,10791
2016-07-3117:10:04,29048,8516
2016-07-3118:10:04,34361,3241
2016-07-3119:10:04,26482,3119
2016-07-3120:10:05,21973,3328
2016-07-3121:10:04,24928,3179
2016-07-3122:10:05,19637,2830
2016-07-3123:10:05,20737,1798
2016-08-0100:10:04,20737,1798
2016-08-0101:10:04,22287,1668
2016-08-0102:10:06,21770,3280
2016-08-0103:10:06,20521,3280
2016-08-0104:10:05,25883,3280
2016-08-0105:10:04,23479,1668
2016-08-0106:10:04,24185,1668
2016-08-0107:10:04,20493,1668
2016-08-0108:10:04,22960,1622
2016-08-0109:10:06,21435,2110
2016-08-0110:10:06,18738,3182
2016-08-0111:10:04,21033,3815
2016-08-0112:10:04,20868,3738
2016-08-0113:10:03,26582,3738
2016-08-0114:10:05,20960,4150
2016-08-0115:10:03,22417,3009
2016-08-0116:10:04,23403,2854
2016-08-0117:10:03,23333,2159
2016-08-0118:10:03,22821,1304
2016-08-0119:10:06,20532,1227
2016-08-0120:10:03,23766,2749
2016-08-0121:10:05,50702,3199
2016-08-0122:10:08,42528,1932
2016-08-0123:10:06,40745,2229
2016-08-0200:10:06,40745,2229
2016-08-0201:10:07,29830,2508
2016-08-0202:10:16,25088,6298
2016-08-0203:10:06,36976,3432
2016-08-0204:10:04,31385,4801
2016-08-0205:10:03,28008,4759
2016-08-0206:10:04,26432,2788
2016-08-0207:10:03,24412,2788
2016-08-0208:10:04,24310,2830
2016-08-0209:10:04,29819,3167
2016-08-0210:10:04,23950,3343
2016-08-0211:10:04,28048,3426
2016-08-0212:10:05,25729,6628
2016-08-0213:10:06,25071,5258
2016-08-0214:10:06,24823,3312
2016-08-0215:10:04,27709,4794
2016-08-0216:10:05,24109,3377
2016-08-0217:10:04,19209,4440
2016-08-0218:10:07,19096,7736
2016-08-0219:10:05,20588,7669
2016-08-0220:10:03,36956,5628
2016-08-0221:10:04,40941,7657
2016-08-0222:10:04,34886,13167
2016-08-0223:10:06,38302,10727
2016-08-0300:10:04,38302,10727
2016-08-0301:10:06,26314,8414
2016-08-0302:10:03,28249,8362
2016-08-0303:10:04,20019,4618
2016-08-0304:10:04,18636,4994
2016-08-0305:10:04,17385,5920
2016-08-0306:10:05,19229,8545
2016-08-0307:10:06,19939,6953
2016-08-0308:10:03,19984,5921
2016-08-0309:10:03,18353,7185
2016-08-0310:10:04,21531,9732
2016-08-0311:10:06,22373,27739
2016-08-0312:10:03,31604,24716
2016-08-0313:10:04,31192,24563
2016-08-0314:10:04,27137,25702
2016-08-0315:10:06,25722,27405
2016-08-0316:10:07,34014,20882
2016-08-0317:10:04,35382,9109
2016-08-0318:10:05,28308,7809
2016-08-0319:10:03,25917,7797
2016-08-0320:10:09,20516,5873
2016-08-0321:10:06,20040,5324
2016-08-0322:10:05,40588,4643
2016-08-0323:10:05,34949,4094
2016-08-0400:10:05,34949,4094
2016-08-0401:10:04,33765,3794
2016-08-0402:10:04,22936,3794
2016-08-0403:10:04,18699,3648
2016-08-0404:10:04,18950,3648
2016-08-0405:10:04,17247,3584
2016-08-0406:10:04,20134,3601
2016-08-0407:10:05,24612,3601
2016-08-0408:10:05,23464,3601
2016-08-0409:10:07,25065,4553
2016-08-0410:10:04,24657,4898
2016-08-0411:10:03,26355,4153
2016-08-0412:10:05,26516,4457
2016-08-0413:10:03,25772,8488
2016-08-0414:10:05,30944,8342
2016-08-0415:10:04,26979,5102
2016-08-0416:10:04,19465,4897
2016-08-0417:10:04,16550,4481
2016-08-0418:10:05,17333,4536
2016-08-0419:10:04,16088,4589
2016-08-0420:10:05,16697,4583
2016-08-0421:10:04,16840,4534
2016-08-0422:10:04,13803,4213
2016-08-0423:10:06,15713,5238
2016-08-0500:10:04,15713,5238
2016-08-0501:10:04,15142,5055
2016-08-0502:10:03,14875,5055
2016-08-0503:10:04,14918,5052
2016-08-0504:10:05,12846,3566
2016-08-0505:10:06,12803,3548
2016-08-0506:10:04,12678,3548
2016-08-0507:10:04,14348,3517
2016-08-0508:10:05,18291,3517
2016-08-0509:10:05,15341,3635
2016-08-0510:10:04,12212,3616
2016-08-0511:10:04,22850,3441
2016-08-0512:10:04,31340,3242
2016-08-0513:10:04,27763,2942
2016-08-0514:10:03,26155,8519
2016-08-0515:10:05,26587,11719
2016-08-0516:10:08,27124,6622
2016-08-0517:10:04,19412,8092
2016-08-0518:10:04,16668,6475
2016-08-0519:10:04,17263,6253
2016-08-0520:10:06,17106,5047
2016-08-0521:10:04,15753,1523
2016-08-0522:10:04,15696,1626
2016-08-0523:10:04,15255,1498
2016-08-0600:10:05,15255,1498
2016-08-0601:10:05,13841,1520
2016-08-0602:10:04,14626,2756
2016-08-0603:10:04,13424,1674
2016-08-0604:10:05,12275,1524
2016-08-0605:10:03,12355,1568
2016-08-0606:10:06,12450,1564
2016-08-0607:10:05,11080,1498
2016-08-0608:10:04,12332,1498
2016-08-0609:10:05,12212,2690
2016-08-0610:10:04,15955,6693
2016-08-0611:10:06,13941,6278
2016-08-0612:10:04,13430,4173
2016-08-0613:10:04,13790,4631
2016-08-0614:10:04,13951,4701
2016-08-0615:10:05,18788,4541
2016-08-0616:10:05,12845,2770
2016-08-0617:10:04,12123,1599
2016-08-0618:10:07,12286,1579
2016-08-0619:10:04,12512,1518
2016-08-0620:10:04,12444,1493
2016-08-0621:10:04,12425,1676
2016-08-0622:10:05,12062,1599
2016-08-0623:10:04,12214,1430
2016-08-0700:10:04,12214,1430
2016-08-0701:10:04,12093,1430
2016-08-0702:10:04,11929,2179
2016-08-0703:10:04,14428,1588
2016-08-0704:10:07,13140,1588
2016-08-0705:10:04,13203,1588
2016-08-0706:10:04,13397,1588
2016-08-0707:10:04,13383,1588
2016-08-0708:10:04,13181,1592
2016-08-0709:10:08,13006,2079
2016-08-0710:10:04,13316,2646
2016-08-0711:10:04,13450,2276
2016-08-0712:10:04,13153,1940
2016-08-0713:10:07,13085,1727
2016-08-0714:10:05,12408,1627
2016-08-0715:10:08,12528,1127
2016-08-0716:10:04,9952,1584
2016-08-0717:10:08,9566,1272
2016-08-0718:10:04,10055,1049
2016-08-0719:10:06,11425,1834
2016-08-0720:10:04,13016,1796
2016-08-0721:10:03,10053,344
2016-08-0722:10:04,10362,459
2016-08-0723:10:04,7861,487
2016-08-0800:10:05,7861,487
2016-08-0801:10:03,9357,487
2016-08-0802:10:04,9373,487
2016-08-0803:10:04,9314,487
2016-08-0804:10:05,9583,487
2016-08-0805:10:04,9543,487
2016-08-0806:10:03,9051,3564
2016-08-0807:10:04,7436,3482
2016-08-0808:10:04,7893,1328
2016-08-0809:10:06,9205,889
2016-08-0810:10:08,7553,2326
2016-08-0811:10:03,9096,2790
2016-08-0812:10:03,9622,2791
2016-08-0813:10:04,9348,2728
2016-08-0814:10:03,8615,1923
2016-08-0815:10:03,8291,1081
2016-08-0816:10:04,8189,1086
2016-08-0817:10:04,8401,9465
2016-08-0818:10:04,10945,3848
2016-08-0819:10:04,11231,3725
2016-08-0820:10:04,9559,3720
2016-08-0821:10:05,10967,3796
2016-08-0822:10:04,10945,2748
2016-08-0823:10:05,19361,1552
2016-08-0900:10:05,19361,1552
2016-08-0901:10:04,8592,1491
2016-08-0902:10:05,5899,1491
2016-08-0903:10:05,7998,1167
2016-08-0904:10:04,8373,1167
2016-08-0905:10:04,5382,1167
2016-08-0906:10:05,7860,1132
2016-08-0907:10:06,6121,1095
